species,country,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Brazil,2017,7.17,7.0,10.0,8.0,8.0,7.0,7.17,7.5,6.83,7.0,75.67
Arabica,Guatemala,2012,7.92,6.83,8.0,8.0,8.0,7.17,7.33,7.58,7.17,7.58,75.58
Arabica,Guatemala,2012,6.67,6.5,10.0,10.0,8.67,6.75,7.17,7.0,6.33,6.5,75.58
Arabica,Mexico,2012,7.5,6.83,10.0,8.0,8.0,6.83,7.17,7.0,6.92,7.25,75.5
Arabica,Mexico,2012,7.17,6.58,10.0,6.0,10.0,7.75,7.25,6.83,6.67,6.92,75.17
Arabica,Mexico,2012,7.25,6.67,10.0,6.67,10.0,6.83,7.17,7.08,6.67,6.83,75.17
Arabica,Mexico,2012,7.17,6.75,10.0,7.33,8.67,6.67,7.42,7.17,6.83,7.17,75.17
Arabica,Mexico,2012,7.0,6.75,10.0,6.67,10.0,6.83,7.17,6.92,6.75,6.92,75.0
Arabica,Mexico,2012,7.08,6.42,10.0,8.67,8.67,6.75,7.0,7.0,6.58,6.75,74.92
Arabica,Mexico,2012,7.33,7.0,10.0,5.33,10.0,7.0,7.5,7.25,6.67,6.75,74.83
Arabica,Guatemala,2012,6.75,6.33,10.0,10.0,8.0,6.75,7.25,7.0,6.17,6.5,74.75
Arabica,Guatemala,2012,6.75,6.42,10.0,10.0,8.0,6.58,7.0,7.17,6.17,6.67,74.75
Arabica,Mexico,2013,7.08,6.75,10.0,7.33,8.0,6.83,7.33,7.5,6.83,7.0,74.67
Arabica,United States (Hawaii),2014,7.5,7.33,6.67,8.67,8.0,7.33,7.42,7.25,7.0,7.25,74.42
Arabica,Guatemala,2013,6.5,6.0,8.67,10.0,8.67,6.83,7.33,7.5,6.5,6.33,74.33
Arabica,Mexico,2012,7.0,6.67,10.0,6.67,10.0,6.83,7.08,6.83,6.67,6.58,74.33
Arabica,Mexico,2012,6.92,6.5,10.0,6.67,10.0,6.75,7.25,7.33,6.17,6.42,74.0
Arabica,Mexico,2012,7.67,7.08,10.0,2.67,10.0,7.33,7.33,7.58,7.17,7.0,73.83
Arabica,United States (Hawaii),2012,7.17,7.33,6.67,6.67,9.33,6.92,7.67,7.58,7.17,7.17,73.67
Arabica,Brazil,2016,7.25,6.67,10.0,8.0,8.0,6.42,7.0,7.0,6.58,6.58,73.5
Arabica,Honduras,2014,7.0,7.08,8.0,8.0,8.0,7.17,7.0,7.17,6.83,7.17,73.42
Arabica,Mexico,2014,7.08,6.92,8.0,8.0,8.0,6.92,6.92,7.08,6.92,7.08,72.92
Arabica,Colombia,2013,8.0,7.33,6.67,6.67,6.67,7.67,7.42,7.33,7.75,7.33,72.83
Arabica,United States (Hawaii),2014,6.92,6.92,9.33,6.67,6.67,7.17,7.58,7.5,6.92,6.92,72.58
Arabica,Haiti,2010,6.92,6.42,8.67,5.33,10.0,6.67,7.33,7.17,7.08,6.75,72.33
Arabica,Costa Rica,2014,6.33,6.25,10.0,6.67,10.0,6.5,6.33,6.83,6.33,6.5,71.75
Arabica,Mexico,2012,6.92,6.58,10.0,2.67,10.0,7.0,7.17,6.92,6.92,6.92,71.08
Arabica,Mexico,2012,6.5,6.42,10.0,6.0,8.0,6.5,7.33,7.17,6.42,6.67,71.0
Arabica,Mexico,2014,6.92,6.75,10.0,6.0,6.0,6.92,7.42,6.92,6.83,7.0,70.75
Arabica,Brazil,2017,7.0,6.67,10.0,6.0,6.0,6.83,7.33,7.0,6.83,7.0,70.67
Arabica,Honduras,2014,6.67,6.33,8.0,8.0,8.0,6.17,6.83,6.67,6.17,6.5,69.33
Arabica,Honduras,2014,7.0,6.5,8.0,8.0,8.0,6.17,6.5,6.67,6.17,6.17,69.17
Arabica,Honduras,2014,7.0,6.33,8.0,8.0,8.0,6.17,6.67,6.5,6.17,6.33,69.17
Arabica,Mexico,2012,7.08,6.75,10.0,0.0,10.0,6.75,7.25,7.42,6.25,6.83,68.33
Arabica,Haiti,2012,6.75,6.42,6.0,6.0,9.33,6.67,7.08,6.67,6.42,6.58,67.92
Arabica,Nicaragua,2016,7.25,6.17,6.0,6.0,6.0,6.08,6.42,6.25,6.33,6.58,63.08
Arabica,Guatemala,2012,7.5,6.67,1.33,1.33,8.0,6.67,7.33,7.67,6.67,6.67,59.83
Arabica,Honduras,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robusta,Uganda,2013,7.83,8.0,8.0,10.0,10.0,7.92,8.25,7.92,7.75,8.08,83.75
Robusta,India,2017,8.0,8.0,8.0,10.0,10.0,7.92,7.92,8.0,7.92,7.75,83.5
Robusta,India,2015,7.92,8.0,7.83,10.0,10.0,7.92,7.83,8.0,7.92,7.83,83.25
Robusta,Uganda,2013,8.0,8.08,7.75,10.0,10.0,7.75,7.83,7.75,7.92,7.92,83.0
Robusta,Uganda,2013,8.33,7.67,7.58,10.0,10.0,7.75,8.25,7.75,7.83,7.83,83.0
Robusta,India,2012,8.0,7.75,7.75,10.0,10.0,7.92,7.75,8.0,7.67,7.92,82.75
Robusta,India,2014,7.67,7.83,8.0,10.0,10.0,7.75,7.92,7.83,7.83,7.75,82.58
Robusta,India,2017,7.67,7.92,7.92,10.0,10.0,7.83,7.92,7.67,7.83,7.75,82.5
Robusta,India,2015,7.67,7.92,7.92,10.0,10.0,8.0,7.83,7.83,7.58,7.75,82.5
Robusta,Uganda,2014,7.67,7.83,7.75,10.0,10.0,7.75,7.92,7.83,7.83,7.83,82.42
Robusta,Uganda,2014,7.58,7.83,7.67,10.0,10.0,7.67,7.5,7.83,7.75,7.92,81.75
Robusta,India,2015,7.67,7.75,7.75,10.0,10.0,7.58,7.75,7.5,7.75,7.83,81.58
Robusta,India,2014,7.58,8.33,7.5,10.0,10.0,7.67,7.67,7.58,7.67,7.58,81.58
Robusta,Uganda,2013,8.0,7.67,7.58,10.0,10.0,7.5,7.67,7.58,7.75,7.75,81.5
Robusta,Uganda,2014,8.0,7.75,7.58,10.0,10.0,7.58,7.67,7.5,7.75,7.67,81.5
Robusta,India,2015,7.75,7.83,7.58,10.0,10.0,7.58,7.58,7.67,7.67,7.75,81.42
Robusta,India,2013,7.5,7.83,7.83,10.0,10.0,7.83,7.67,7.83,7.25,7.5,81.25
Robusta,Uganda,2013,7.33,7.58,7.75,10.0,10.0,7.67,7.75,7.75,7.5,7.58,80.92
Robusta,Uganda,2013,7.83,7.42,7.75,10.0,10.0,7.5,7.5,7.67,7.33,7.58,80.58
Robusta,Uganda,2013,7.75,7.5,7.67,10.0,10.0,7.58,7.67,7.58,7.33,7.42,80.5
Robusta,India,2014,7.67,7.5,7.42,10.0,10.0,7.5,7.58,7.33,7.5,7.67,80.17
Robusta,India,2013,7.58,7.58,7.42,10.0,10.0,7.5,7.42,7.83,7.42,7.42,80.17
Robusta,United States,2012,7.92,7.33,7.58,10.0,9.33,7.42,7.42,7.42,7.42,7.5,79.33
Robusta,Ecuador,2016,7.75,7.83,7.75,10.0,10.0,7.83,5.08,7.58,7.33,7.58,78.75
Robusta,Ecuador,2016,7.5,8.58,8.42,10.0,10.0,5.25,5.17,7.75,7.75,7.67,78.08
Robusta,United States,2014,7.33,7.17,7.42,9.33,9.33,7.17,7.5,7.42,7.17,7.33,77.17
Robusta,India,2013,7.42,6.92,7.08,9.33,9.33,7.0,7.25,7.17,6.75,6.83,75.08
Robusta,Vietnam,2013,6.75,7.92,6.67,9.33,9.33,6.83,6.92,6.83,6.5,6.67,73.75
